total_cup_points,species,country_of_origin,altitude_mean_meters,processing_method,aroma,flavor,aftertaste,acidity,body,balance,region
80,Arabica,Mexico,1100.0,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,oaxaca
80,Arabica,Mexico,100.0,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,veracruz
80,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.42,7.33,7.0,7.25,7.33,7.5,kona
80,Arabica,Colombia,1800.0,Washed / Wet,7.33,7.33,7.0,6.83,7.33,7.67,huila
80,Arabica,Brazil,1310.64,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,monte carmelo
80,Arabica,Myanmar,3825.0,Washed / Wet,6.92,7.5,7.0,7.58,7.5,7.08,ywar ngan
80,Arabica,Guatemala,1706.88,Washed / Wet,7.5,7.33,7.0,7.42,7.17,7.17,huehuetenango
80,Arabica,Nicaragua,110000.0,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,jinotega
80,Arabica,Honduras,1450.0,Natural / Dry,7.5,7.33,7.0,7.42,7.25,7.17,"siguatepeque, comayagua"
80,Arabica,Panama,1680.0,Other,7.25,7.33,7.17,7.33,7.33,7.17,boquete
80,Arabica,Honduras,1350.0,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,marcala
80,Arabica,Honduras,1450.0,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,central region
80,Arabica,Costa Rica,1300.0,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,san ramon
80,Arabica,Mexico,1200.0,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,oaxaca
80,Arabica,Haiti,1000.0,Washed / Wet,7.42,7.0,7.42,7.25,7.08,7.33,haiti
80,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,kona
80,Arabica,Taiwan,1310.64,Other,7.33,7.08,7.08,7.08,7.42,7.33,taiwan
80,Arabica,Indonesia,1350.0,Semi-washed / Semi-pulped,7.58,7.42,7.0,7.67,7.5,7.5,sumatra brastagi
80,Arabica,Guatemala,1500.0,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,antigua
80,Arabica,Costa Rica,185.0,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,tarrazu
80,Arabica,Malawi,995.0,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,southern- zomba
80,Arabica,Mexico,1200.0,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,"el desmoronado, talpan de allende jalisco"
80,Arabica,Colombia,1550.0,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,santander
80,Arabica,Guatemala,1550.0,Washed / Wet,7.67,7.17,7.0,7.5,7.0,7.0,"san lucas toliman, solola"
80,Arabica,Guatemala,1310.64,Washed / Wet,7.0,7.33,7.5,7.33,7.0,7.33,oriente
80,Arabica,Guatemala,1310.64,Washed / Wet,7.0,7.5,7.33,7.17,7.17,7.17,oriente
80,Arabica,Brazil,1310.64,Washed / Wet,7.33,7.25,7.33,7.08,7.58,7.25,monte carmelo
80,Arabica,Nicaragua,1310.64,Washed / Wet,7.08,7.5,7.0,7.25,7.42,7.0,nueva segovia
80,Arabica,"Tanzania, United Republic Of",1400.0,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,arusha
80,Arabica,Brazil,1200.0,Semi-washed / Semi-pulped,7.42,7.25,7.33,7.0,7.08,7.25,south of minas
80,Arabica,Honduras,1400.0,Washed / Wet,7.5,7.17,7.0,7.42,7.33,7.0,occidental
80,Arabica,Guatemala,1383.792,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,huehuetenango
80,Arabica,Taiwan,50.0,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,taiwan
80,Arabica,Guatemala,1500.0,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,santa rosa
80,Arabica,Honduras,1650.0,Washed / Wet,7.58,7.33,7.0,7.17,7.33,7.08,ocotepeque
80,Arabica,Mauritius,280.0,Washed / Wet,7.25,7.25,7.17,7.17,7.25,7.17,chamarel (south west)
80,Arabica,Brazil,1250.0,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,vale da grama
80,Arabica,Myanmar,3800.0,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,pyin oo lwin
80,Arabica,Guatemala,1219.2,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,oriente
80,Arabica,Brazil,1250.0,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,mantiqueira de minas
80,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,kona
80,Arabica,Guatemala,1859.28,Washed / Wet,7.5,7.5,7.0,7.67,7.17,7.0,huehuetenango
80,Arabica,Mexico,1450.0,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,zaragoza itundujia
80,Arabica,Honduras,1450.0,Washed / Wet,7.25,7.42,7.0,7.42,7.33,7.0,marcala
80,Arabica,Taiwan,600.0,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,南投國姓
80,Arabica,El Salvador,1450.0,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,"department of ahuachapan, municipality of apanecallamatepec mountain"
80,Arabica,China,1700.0,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,yunnan
80,Arabica,Taiwan,600.0,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,nantou
80,Arabica,Mexico,1050.0,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,pochutla
80,Arabica,Mexico,1550.0,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,la concordia
80,Arabica,Burundi,1700.0,Washed / Wet,7.08,7.25,7.17,7.33,7.08,7.08,mumirwa
80,Arabica,"Tanzania, United Republic Of",1700.0,Washed / Wet,7.25,7.17,7.0,7.25,7.42,7.08,mkuu rombo
80,Arabica,"Tanzania, United Republic Of",1310.64,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,arusha
80,Arabica,Taiwan,600.0,Other,7.25,7.25,7.08,7.25,7.25,7.25,taichung xinshe 台中市新社區
80,Arabica,Guatemala,1310.64,Washed / Wet,7.33,7.33,6.83,7.5,7.0,7.17,oriente
80,Arabica,Mexico,940.0,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,chilón
80,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,kona
80,Arabica,Ethiopia,1310.64,Washed / Wet,7.25,7.25,7.25,7.33,7.5,8.0,kelem welega
80,Arabica,Brazil,995.0,Natural / Dry,7.17,7.33,7.42,7.08,7.0,7.0,cerrado - monte carmelo - minas gerais
80,Arabica,Honduras,1400.0,Natural / Dry,7.25,7.25,7.0,7.0,7.42,7.0,comayagua
80,Arabica,Mexico,1600.0,Washed / Wet,7.25,7.17,7.0,7.33,7.33,7.0,sierra madre occidental
80,Arabica,Myanmar,914.4,Natural / Dry,8.0,7.08,7.0,7.33,7.08,6.92,"yauk sauk, shan state"
80,Arabica,Myanmar,4287.0,Natural / Dry,7.42,7.0,7.08,7.0,7.17,7.33,ywar ngan
80,Arabica,Nicaragua,900.0,Washed / Wet,7.08,6.92,7.0,7.25,7.5,7.25,matagalpa
80,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,kona
80,Arabica,Taiwan,700.0,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,chiayi fanlu嘉義縣番路鄉
80,Arabica,Guatemala,1400.0,Washed / Wet,7.0,7.17,7.33,7.33,7.0,7.17,oriente
80,Arabica,Mexico,808.0,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7.0,"calnali, hidalgo"
80,Arabica,Vietnam,1550.0,Other,7.42,7.25,7.25,7.58,7.42,7.33,dala
80,Arabica,Nicaragua,1187.5,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,jinotega
80,Arabica,Honduras,1400.0,Washed / Wet,7.25,7.25,7.0,7.17,7.08,7.08,marcala
80,Arabica,Guatemala,1310.64,Washed / Wet,7.33,7.33,7.0,7.17,7.17,7.17,oriente
80,Arabica,Mexico,1250.0,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,coatepec
80,Arabica,Mexico,1550.0,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,zaragoza itundujia
80,Arabica,Mexico,1000.0,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7.0,veracruz
80,Arabica,Guatemala,1310.64,Washed / Wet,7.33,7.33,7.0,7.33,7.0,7.0,oriente
80,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.58,7.5,7.33,7.33,7.67,7.33,kona
80,Arabica,Brazil,1100.0,Pulped natural / honey,7.17,7.17,7.0,7.17,7.25,7.25,mantiqueira de minas
80,Arabica,Taiwan,850.0,Washed / Wet,7.42,7.25,7.25,7.17,7.0,7.0,苗栗泰安
80,Arabica,Taiwan,200.0,Other,7.25,7.25,7.25,7.25,7.08,7.0,yunlin gukeng he bao 雲林縣古坑鄉荷苞村
80,Arabica,Taiwan,150.0,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.08,changhua baguashan 彰化市八卦山
80,Arabica,Taiwan,250.0,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,changhua baguashan 彰化市八卦山
80,Arabica,Mexico,1300.0,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,zaragoza itundujia
80,Arabica,Mexico,1300.0,Washed / Wet,7.25,7.08,7.0,7.17,7.33,7.17,escuitla
80,Arabica,Nicaragua,1250.0,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,jinotega
80,Arabica,Myanmar,3845.0,Washed / Wet,7.17,7.33,7.0,7.42,7.17,7.0,"doe kwin, pyin oo lwin"
80,Arabica,Mexico,1400.0,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,"sierra fraylesca, chiapas"
80,Arabica,Taiwan,250.0,Washed / Wet,7.25,7.25,7.25,7.0,7.25,7.0,changhua baguashan 彰化市八卦山
80,Arabica,Thailand,800.0,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,thailand
80,Arabica,Mexico,1250.0,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,coatepec
80,Arabica,Mexico,1100.0,Washed / Wet,7.08,7.33,7.0,7.33,7.08,7.0,san miguel del puerto
80,Arabica,Ethiopia,1310.64,Washed / Wet,7.42,7.42,7.5,7.92,7.75,7.58,limu
79,Arabica,Colombia,1310.64,Washed / Wet,7.83,7.67,7.58,7.75,7.83,7.17,huila
79,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,7.0,7.0,6.92,7.33,7.17,kona
79,Arabica,Mexico,1300.0,Washed / Wet,7.33,7.08,7.08,7.33,7.42,7.17,chiapas
79,Arabica,Mexico,1100.0,Washed / Wet,7.17,7.17,6.92,7.25,7.33,7.08,"motozintla, chiapas"
79,Arabica,Mexico,1100.0,Washed / Wet,7.5,7.17,7.0,7.17,7.25,7.08,veracruz
79,Arabica,Mexico,1100.0,Washed / Wet,7.17,7.08,7.08,7.08,7.5,7.33,jaltenango
79,Arabica,Mexico,1250.0,Natural / Dry,7.33,7.25,7.0,7.42,7.17,7.17,coatepec
79,Arabica,Mexico,1250.0,Washed / Wet,7.17,7.33,7.08,7.58,7.33,7.08,veracruz
79,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.5,7.42,7.58,7.42,7.5,7.58,kona
79,Arabica,Kenya,1500.0,Washed / Wet,7.0,7.08,7.0,7.17,7.25,7.25,kiambu
79,Arabica,Guatemala,1700.0,Washed / Wet,7.33,7.25,6.92,7.33,7.25,7.33,san marcos
79,Arabica,Nicaragua,1250.0,Washed / Wet,6.83,7.17,7.17,6.92,7.5,7.08,jinotega
79,Arabica,Mexico,1300.0,Washed / Wet,7.17,7.08,7.0,7.25,7.5,7.0,veracruz
79,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.58,7.08,6.83,7.17,7.5,7.17,kona
79,Arabica,Guatemala,190164.0,Washed / Wet,7.5,7.42,7.25,7.58,7.33,7.42,oriente
79,Arabica,Taiwan,1000.0,Natural / Dry,7.75,7.33,7.17,7.33,7.67,7.83,"taiwu township , pingtung county 屏東縣泰武鄉"
79,Arabica,Taiwan,600.0,Washed / Wet,7.08,7.08,7.25,7.0,7.17,7.17,"baihe dist., tainan city 臺南市白河區"
79,Arabica,Thailand,800.0,Washed / Wet,7.25,7.08,6.92,7.5,7.08,6.92,thailand
79,Arabica,Peru,1310.64,Washed / Wet,7.0,7.08,7.0,7.25,7.5,7.42,huanuco
79,Arabica,Costa Rica,1100.0,Washed / Wet,7.58,7.5,7.67,7.75,7.67,7.58,brunca
79,Arabica,Mexico,1400.0,Washed / Wet,7.58,7.08,7.0,7.0,7.5,6.92,"la concordia, chiapas"
79,Arabica,Mexico,1022.0,Washed / Wet,7.58,7.08,6.92,7.58,7.5,6.92,chiapas
79,Arabica,Mexico,1300.0,Washed / Wet,7.25,7.08,7.0,7.17,7.17,7.08,chiapas
79,Arabica,Mexico,1450.0,Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.0,zaragoza itundujia
79,Arabica,Mexico,1050.0,Washed / Wet,7.33,7.25,7.0,7.08,7.08,7.0,pochutla
79,Arabica,Guatemala,1310.64,Washed / Wet,7.58,7.33,7.5,7.33,7.0,7.33,antigua
79,Arabica,Mexico,1100.0,Washed / Wet,7.25,6.83,6.92,7.08,7.25,7.08,tuxtla gutierrez
79,Arabica,Guatemala,1219.2,Washed / Wet,7.42,7.42,7.25,7.58,7.42,7.33,oriente
79,Arabica,El Salvador,1250.0,Washed / Wet,7.25,7.08,7.0,6.83,7.33,7.17,cacahuatique
79,Arabica,Thailand,800.0,Washed / Wet,6.92,7.17,6.83,7.42,7.17,7.08,thailand
79,Arabica,Guatemala,1310.64,Washed / Wet,7.5,7.0,6.83,7.08,7.08,7.17,oriente
79,Arabica,Mexico,1400.0,Washed / Wet,7.42,7.25,6.83,7.58,7.17,6.58,"la concordia, chiapas"
79,Arabica,Mexico,975.0,Washed / Wet,7.33,7.17,7.0,6.75,7.08,7.0,"tenango de doria, hidalgo"
79,Arabica,Mexico,1264.0,Washed / Wet,6.92,7.17,7.17,7.17,7.08,7.08,"coatepec, coatepec"
79,Arabica,Mexico,1250.0,Washed / Wet,7.08,7.0,6.92,7.33,7.25,7.08,tepetzingo
79,Arabica,Mexico,1550.0,Washed / Wet,7.25,6.92,6.92,7.33,7.25,7.0,la concordia
79,Arabica,Colombia,1800.0,Washed / Wet,7.25,7.17,7.0,6.75,7.17,7.33,huila
79,Arabica,Guatemala,1325.88,Washed / Wet,7.08,7.0,6.83,7.33,7.25,7.0,"chuva, san marcos"
79,Arabica,Nicaragua,1050.0,Natural / Dry,6.92,6.92,7.0,7.42,7.25,7.0,jinotega
79,Arabica,Taiwan,700.0,Natural / Dry,6.92,7.0,7.17,7.0,7.42,7.0,nantou
79,Arabica,Colombia,1550.0,Washed / Wet,7.83,7.5,7.42,7.42,7.67,7.5,cundinamarca
79,Arabica,Mexico,1550.0,Washed / Wet,7.25,7.08,6.92,7.25,7.58,7.08,la concordia
79,Arabica,Mexico,1100.0,Washed / Wet,7.25,7.33,7.0,7.25,7.17,7.17,"coatepec, coatepec"
79,Arabica,Guatemala,1219.2,Washed / Wet,7.08,7.33,7.25,7.58,7.33,7.42,oriente
79,Arabica,Guatemala,1219.2,Washed / Wet,7.25,7.33,6.83,7.0,7.0,7.17,oriente
79,Arabica,Mexico,800.0,Washed / Wet,7.0,6.83,6.83,7.42,7.33,7.17,xicotepec de juarez
79,Arabica,Cote d?Ivoire,200.0,Washed / Wet,7.42,7.25,6.83,7.0,7.33,7.08,cnra station of divo
79,Arabica,Colombia,1200.0,Washed / Wet,7.42,7.25,6.75,7.25,7.42,7.25,pereira
79,Arabica,Mexico,950.0,Washed / Wet,7.0,7.0,6.83,7.33,7.42,6.92,zentla
79,Arabica,Mexico,750.0,Washed / Wet,7.42,7.17,7.08,7.17,7.08,7.08,zentla
79,Arabica,Guatemala,1310.64,Washed / Wet,7.17,6.5,6.33,7.25,7.58,7.33,oriente
79,Arabica,Taiwan,850.0,Washed / Wet,7.08,6.83,6.83,7.25,7.42,7.08,natou county
79,Arabica,Mexico,1000.0,Washed / Wet,7.0,7.0,6.92,7.17,7.17,7.08,veracruz
79,Arabica,Guatemala,1219.2,Washed / Wet,7.33,7.42,7.33,7.42,7.5,7.42,santa rosa
79,Arabica,Honduras,1650.0,Washed / Wet,7.58,7.0,6.75,6.92,7.0,6.92,ocotepeque
79,Arabica,Guatemala,1320.0,Washed / Wet,7.08,7.0,6.92,7.42,7.0,6.92,occidente
79,Arabica,Guatemala,1550.0,Washed / Wet,7.25,7.17,6.75,7.25,7.0,6.92,nuevo oriente
79,Arabica,Costa Rica,1310.64,Washed / Wet,7.17,7.42,7.5,8.0,7.25,7.83,san rafael
79,Arabica,Mexico,1550.0,Washed / Wet,7.25,7.08,6.92,7.08,7.17,7.17,zaragoza itundujia
79,Arabica,Mexico,1450.0,Washed / Wet,7.17,6.92,6.92,7.08,7.17,7.0,yajalon
79,Arabica,Mexico,1200.0,Washed / Wet,6.75,6.75,6.83,7.25,7.58,7.08,"pluma hidalogo, oaxaca"
79,Arabica,Guatemala,1700.0,Washed / Wet,7.58,7.67,7.42,7.42,7.67,7.67,san marcos
79,Arabica,United States (Puerto Rico),853.44,Washed / Wet,7.42,7.08,6.75,7.33,7.33,6.92,yauco region
79,Arabica,Mexico,1500.0,Washed / Wet,7.33,7.0,6.92,7.25,7.33,7.08,zaragoza itundujia
79,Arabica,Mexico,1100.0,Washed / Wet,7.25,7.08,6.75,7.33,7.42,7.0,tlacuilotepec
79,Arabica,Mexico,1200.0,Washed / Wet,7.17,7.25,7.25,7.17,7.25,7.08,talpa de allende
79,Arabica,Guatemala,1219.2,Washed / Wet,7.33,7.17,6.58,7.42,7.08,6.83,oriente
79,Arabica,Honduras,1350.0,Washed / Wet,7.0,7.0,7.0,7.0,7.0,7.0,intibuca
79,Arabica,Peru,1400.0,Washed / Wet,7.67,7.17,7.08,7.25,8.0,7.5,san ignacio
79,Arabica,Mexico,1300.0,Natural / Dry,6.75,7.08,6.67,7.25,7.17,7.08,"iliatenco, guerrero"
79,Arabica,Mexico,1550.0,Semi-washed / Semi-pulped,7.5,7.17,6.92,7.5,7.25,7.0,zaragoza itundujia
79,Arabica,Mexico,12.0,Washed / Wet,7.17,6.83,6.83,7.25,7.17,6.92,amatenango de la frontera
78,Arabica,Mexico,1300.0,Washed / Wet,7.33,7.0,6.75,7.08,7.17,7.25,"la concordia, chiapas"
78,Arabica,Mexico,1400.0,Washed / Wet,7.5,7.0,6.92,7.08,6.92,6.75,zaragoza itundujia
78,Arabica,Nicaragua,1100.0,Other,7.17,7.0,6.92,7.0,7.0,7.0,jalapa
78,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,6.92,6.92,7.25,7.58,7.42,kona
78,Arabica,Guatemala,1310.64,Washed / Wet,7.33,7.08,6.33,7.25,7.0,7.0,oriente
78,Arabica,Mexico,1320.0,Washed / Wet,7.25,6.83,6.83,7.0,7.17,7.0,veracruz
78,Arabica,Mexico,1250.0,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.25,7.08,7.0,veracruz
78,Arabica,Mexico,1350.0,Washed / Wet,7.67,7.17,6.83,7.33,7.58,7.17,"ohuapan, tlaltetela"
78,Arabica,China,1850.0,Washed / Wet,7.0,6.92,6.83,7.17,7.17,7.17,yunnan
78,Arabica,Mexico,1150.0,Washed / Wet,6.92,6.92,6.67,7.25,7.17,6.92,yecuatla
78,Arabica,Nicaragua,1310.64,Washed / Wet,7.08,7.0,6.75,6.83,7.08,6.92,nueva segovia
78,Arabica,Guatemala,1219.2,Washed / Wet,7.33,7.17,6.92,7.58,7.25,7.17,oriente
78,Arabica,Taiwan,800.0,Washed / Wet,6.83,6.75,7.17,7.25,7.0,6.92,"dongshan dist., tainan city 臺南市東山區"
78,Arabica,Mexico,1400.0,Washed / Wet,7.0,7.0,6.75,7.33,6.92,6.92,tapachula
78,Arabica,Mexico,1300.0,Washed / Wet,7.92,7.58,7.58,7.92,7.92,7.5,cofradia de suchitlan
78,Arabica,United States (Hawaii),1310.64,Washed / Wet,7.92,6.83,7.08,7.42,6.75,7.33,kona
78,Arabica,Mexico,1600.0,Washed / Wet,7.25,6.75,6.92,6.92,7.25,7.58,"sierra, chiapas"
78,Arabica,Mexico,1400.0,Washed / Wet,7.08,6.83,6.83,7.0,7.0,6.92,villa talea de castro
78,Arabica,Mexico,1200.0,Washed / Wet,7.25,7.17,7.0,6.83,7.58,7.08,los angeles
78,Arabica,Brazil,1310.64,Natural / Dry,6.83,7.0,6.92,7.08,6.92,6.83,monte carmelo
78,Arabica,Mexico,1500.0,Washed / Wet,7.58,7.17,7.0,7.17,7.33,7.0,zaragoza itundujia
78,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,7.75,7.58,7.83,7.92,7.92,kona
78,Arabica,Guatemala,1219.2,Washed / Wet,7.17,6.5,6.67,7.0,7.17,7.17,oriente
78,Arabica,Guatemala,1310.64,Washed / Wet,7.17,7.17,6.5,7.17,7.0,6.83,oriente
78,Arabica,Mexico,1300.0,Natural / Dry,7.25,7.25,7.0,7.5,7.33,7.42,"xochitonalco, huautla"
78,Arabica,Guatemala,1310.64,Washed / Wet,7.17,6.08,6.17,7.25,7.33,7.33,oriente
78,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,7.5,7.33,7.58,7.5,7.42,kona
78,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.42,7.33,7.33,7.5,7.67,7.75,kona
78,Arabica,Indonesia,1300.0,Washed / Wet,6.92,6.83,6.92,6.92,6.92,6.83,ijen
78,Arabica,Mexico,1050.0,Washed / Wet,7.08,6.83,6.67,7.25,7.25,6.92,cordoba
78,Arabica,Taiwan,650.0,Washed / Wet,7.5,7.08,7.33,7.17,7.5,7.5,"台南市東山區( dongshan dist., tainan city)"
78,Arabica,Honduras,1350.0,Natural / Dry,6.83,7.0,6.67,7.0,7.0,6.83,intibuca
78,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.58,7.33,7.5,7.42,7.5,7.33,kona
78,Arabica,Guatemala,1219.2,Washed / Wet,7.42,7.25,6.83,7.33,7.0,6.92,oriente
78,Arabica,China,1200.0,Washed / Wet,7.33,7.17,6.92,7.08,7.33,7.0,yunnan
78,Arabica,Guatemala,1310.64,Washed / Wet,7.0,6.83,6.83,7.17,6.67,6.83,oriente
78,Arabica,Mexico,850.0,Washed / Wet,7.25,7.33,7.0,7.0,7.25,7.08,"motozintla, chiapas"
77,Arabica,Costa Rica,1200.0,Washed / Wet,7.5,7.25,7.42,7.0,7.08,6.83,occidental
77,Arabica,Mexico,1248.0,Washed / Wet,7.42,7.25,7.0,7.0,7.25,7.08,petatlan
77,Arabica,Guatemala,1310.64,Washed / Wet,7.17,6.17,6.17,7.08,7.33,6.83,oriente
77,Arabica,Nicaragua,1000.0,Washed / Wet,7.42,7.0,7.0,7.17,7.08,7.0,jinotega
77,Arabica,Guatemala,1310.64,Washed / Wet,7.0,6.83,6.67,7.17,6.83,6.83,oriente
77,Arabica,Taiwan,775.0,Washed / Wet,7.17,6.75,6.58,7.33,7.33,7.17,"dongshan dist., tainan city 臺南市東山區"
77,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.58,7.67,7.58,7.67,7.42,7.42,kona
77,Arabica,Mexico,1300.0,Washed / Wet,7.17,6.75,6.58,6.75,6.83,6.75,coatepec
77,Arabica,Guatemala,1310.64,Washed / Wet,7.08,6.92,6.33,7.0,6.92,7.0,oriente
77,Arabica,Brazil,890.0,Natural / Dry,7.5,7.33,7.42,7.58,7.58,6.92,south of minas
77,Arabica,Guatemala,1219.2,Washed / Wet,7.33,7.0,6.83,7.17,7.17,7.17,oriente
77,Arabica,Mexico,1500.0,Washed / Wet,7.33,7.0,6.67,7.0,6.92,6.92,zaragoza itundujia
77,Arabica,Haiti,825.0,Washed / Wet,6.83,6.83,6.83,6.75,6.92,6.92,"dondon, haiti"
77,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.08,6.92,6.83,6.67,7.58,7.42,kona
77,Arabica,Mexico,1200.0,Washed / Wet,7.08,7.0,7.0,7.25,7.33,7.25,"motozintla, chiapas"
77,Arabica,Peru,1200.0,Washed / Wet,7.42,7.75,7.42,7.67,7.92,7.83,san ignacio
76,Arabica,India,1310.64,Natural / Dry,7.67,7.33,7.17,6.67,7.17,7.42,chickmangalore
76,Arabica,Mexico,1200.0,Washed / Wet,6.67,6.33,6.42,6.83,7.0,6.92,"pluma hidalogo, oaxaca"
76,Arabica,Guatemala,1310.64,Washed / Wet,6.42,6.5,6.5,7.33,6.33,6.92,oriente
76,Arabica,Mexico,1100.0,Washed / Wet,7.17,6.58,6.58,7.0,7.25,6.58,coatepec
76,Arabica,Guatemala,1310.64,Washed / Wet,7.5,7.0,6.83,7.5,7.17,7.33,oriente
76,Arabica,Guatemala,1310.64,Washed / Wet,6.17,6.5,6.5,7.17,7.0,6.83,oriente
76,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.25,7.08,6.83,7.17,7.33,6.83,kona
76,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,7.33,7.33,7.58,7.67,7.25,kona
76,Arabica,Mexico,1400.0,Washed / Wet,7.42,7.0,6.83,7.08,6.92,6.83,zaragoza itundujia
76,Arabica,Indonesia,3500.0,Natural / Dry,7.33,7.0,6.5,6.08,7.58,6.33,indonesia
76,Arabica,Mexico,1250.0,Washed / Wet,7.08,6.83,6.83,7.17,7.17,7.08,tepictla
76,Arabica,Honduras,1350.0,Natural / Dry,6.83,6.83,6.67,6.83,7.0,6.83,intibuca
75,Arabica,Philippines,1000.0,Washed / Wet,6.83,6.5,6.5,6.92,6.75,7.0,"benguet, mountain province"
75,Arabica,Brazil,1310.64,Natural / Dry,7.17,7.0,6.83,7.5,7.17,7.0,monte carmelo
75,Arabica,Guatemala,1310.64,Washed / Wet,7.92,7.58,7.17,7.58,7.33,7.17,oriente
75,Arabica,Guatemala,1310.64,Washed / Wet,6.67,6.5,6.33,7.0,7.17,6.75,oriente
75,Arabica,Mexico,1100.0,Washed / Wet,7.5,7.25,6.92,7.0,7.17,6.83,tlacuilotepec
75,Arabica,Mexico,1200.0,Washed / Wet,7.17,6.92,6.67,6.83,7.25,7.75,ocosingo
75,Arabica,Mexico,1280.0,Washed / Wet,7.17,7.17,6.83,7.17,7.42,6.67,huautla de jimenez
75,Arabica,Mexico,850.0,Washed / Wet,7.0,6.92,6.75,6.92,7.17,6.83,menglian
74,Arabica,Mexico,1500.0,Washed / Wet,7.08,6.75,6.58,7.0,7.0,6.75,zaragoza itundujia
74,Arabica,Mexico,1250.0,Washed / Wet,7.33,6.75,6.67,7.25,7.5,7.0,coatepec
74,Arabica,Guatemala,1310.64,Washed / Wet,6.75,6.5,6.17,7.0,7.25,6.75,oriente
74,Arabica,Guatemala,1310.64,Washed / Wet,6.75,6.67,6.17,7.17,7.0,6.58,oriente
74,Arabica,Mexico,1700.0,Washed / Wet,7.08,7.0,6.83,7.5,7.33,6.83,chiapas
74,Arabica,United States (Hawaii),1310.64,Natural / Dry,7.5,7.25,7.0,7.25,7.42,7.33,kona
74,Arabica,Guatemala,1310.64,Washed / Wet,6.5,6.33,6.5,7.5,7.33,6.83,oriente
74,Arabica,Mexico,1140.0,Washed / Wet,7.0,6.58,6.67,6.83,7.08,6.83,"chocaman, veracruz"
